cod_ibge,municipio,uf,regiao,populacao,idhm,pib_per_capita,gini,perc_votos_gov,taxa_comparecimento
1001135,Município 1135,SP,Sudeste,2952,0.711,18036,0.4,36.2,0.86
1004446,Município 4446,PA,Norte,3668,0.57,21469,0.46,64.3,0.88
1002156,Município 2156,BA,Nordeste,3614,0.556,32719,0.45,67.9,0.82
1001831,Município 1831,RS,Sul,1000,0.751,43132,0.48,39.2,0.85
1001054,Município 1054,SP,Sudeste,37806,0.713,17975,0.56,53.3,0.82
1002461,Município 2461,PR,Sul,3743,0.76,73243,0.49,25.0,0.79
1000023,Município 23,MG,Sudeste,2236,0.753,15360,0.45,35.1,0.91
1002067,Município 2067,BA,Nordeste,120376,0.588,27826,0.56,48.9,0.79
1001654,Município 1654,RS,Sul,7616,0.737,8486,0.54,34.6,0.83
1003542,Município 3542,PB,Nordeste,3800,0.614,27929,0.48,47.6,0.84
1005084,Município 5084,RJ,Sudeste,1000,0.737,26953,0.44,40.4,0.9
1002744,Município 2744,PR,Sul,10016,0.843,39551,0.5,38.3,0.88
1005390,Município 5390,ES,Sudeste,17966,0.725,45556,0.52,41.6,0.89
1004532,Município 4532,TO,Centro-Oeste,8272,0.691,23894,0.48,57.7,0.94
1002469,Município 2469,PR,Sul,3563,0.701,14250,0.43,38.0,0.86
1002326,Município 2326,BA,Nordeste,4097,0.624,13444,0.52,72.9,0.93
1000461,Município 461,MG,Sudeste,23893,0.664,23942,0.55,51.8,0.78
1001068,Município 1068,SP,Sudeste,5931,0.755,23485,0.49,46.5,0.9
1000088,Município 88,MG,Sudeste,3914,0.76,9386,0.47,36.1,0.71
1001431,Município 1431,SP,Sudeste,12626,0.677,17997,0.53,31.4,0.86
1003260,Município 3260,GO,Centro-Oeste,1438,0.591,4000,0.48,39.2,0.86
1000283,Município 283,MG,Sudeste,33517,0.626,10460,0.47,46.6,0.94
1002484,Município 2484,PR,Sul,8202,0.669,15375,0.48,40.1,0.84
1000463,Município 463,MG,Sudeste,7727,0.612,15895,0.5,42.0,0.8
1000213,Município 213,MG,Sudeste,2144,0.698,88529,0.51,53.5,0.83
1002589,Município 2589,PR,Sul,2843,0.776,37019,0.37,52.7,0.88
1003083,Município 3083,SC,Sul,10373,0.639,33008,0.51,33.5,0.85
1002908,Município 2908,SC,Sul,8499,0.593,14173,0.51,51.4,0.89
1002582,Município 2582,PR,Sul,1138,0.92,17760,0.43,40.4,0.83
1001369,Município 1369,SP,Sudeste,2188,0.744,15052,0.41,47.6,0.86
1000235,Município 235,MG,Sudeste,39913,0.667,17050,0.48,33.2,0.91
1005297,Município 5297,MS,Centro-Oeste,6013,0.807,51168,0.41,63.4,0.8
1000598,Município 598,MG,Sudeste,145584,0.634,12760,0.45,46.0,0.74
1004927,Município 4927,MT,Centro-Oeste,23566,0.732,6648,0.52,37.6,0.74
1002251,Município 2251,BA,Nordeste,18091,0.617,28802,0.59,65.0,0.85
1004529,Município 4529,PA,Norte,7261,0.621,29541,0.53,56.8,0.79
1002284,Município 2284,BA,Nordeste,2574,0.63,11007,0.46,53.0,0.73
1000663,Município 663,MG,Sudeste,16100,0.726,31547,0.56,45.9,0.83
1005528,Município 5528,AC,Norte,4003,0.628,28466,0.49,50.4,0.83
1002286,Município 2286,BA,Nordeste,4138,0.526,12912,0.4,67.5,0.78
1005290,Município 5290,MS,Centro-Oeste,49564,0.604,8135,0.55,56.1,0.87
1005058,Município 5058,AL,Nordeste,22183,0.61,46815,0.67,61.3,0.8
1003211,Município 3211,GO,Centro-Oeste,2008,0.686,15556,0.56,46.7,0.78
1004893,Município 4893,MT,Centro-Oeste,51123,0.662,16619,0.54,63.1,0.72
1002991,Município 2991,SC,Sul,31408,0.669,52962,0.43,40.6,0.9
1004959,Município 4959,MT,Centro-Oeste,11773,0.716,12755,0.52,61.5,0.72
1000780,Município 780,MG,Sudeste,31316,0.653,33737,0.51,50.5,0.89
1002545,Município 2545,PR,Sul,15217,0.858,55200,0.38,43.1,0.91
1005183,Município 5183,SE,Nordeste,28188,0.712,31596,0.47,68.1,0.92
1005051,Município 5051,AL,Nordeste,8433,0.599,10017,0.54,76.5,0.8
1004502,Município 4502,PA,Norte,19571,0.574,14671,0.49,58.8,0.84
1003959,Município 3959,MA,Nordeste,29404,0.677,26194,0.54,64.2,0.75
1004586,Município 4586,TO,Centro-Oeste,14284,0.754,27367,0.53,49.1,0.94
1005384,Município 5384,ES,Sudeste,11143,0.599,17339,0.54,48.5,0.83
1000686,Município 686,MG,Sudeste,49239,0.666,54900,0.47,57.1,0.73
1004393,Município 4393,PA,Norte,13119,0.603,37570,0.54,42.8,0.83
1003394,Município 3394,PB,Nordeste,26831,0.545,53932,0.51,52.0,0.76
1004311,Município 4311,CE,Nordeste,75008,0.519,16981,0.55,70.0,0.79
1002838,Município 2838,SC,Sul,19386,0.78,22315,0.45,37.7,0.84
1003033,Município 3033,SC,Sul,10595,0.762,41596,0.45,45.3,0.8
1002172,Município 2172,BA,Nordeste,30556,0.597,24430,0.48,54.6,0.84
1003286,Município 3286,GO,Centro-Oeste,3686,0.838,48805,0.44,40.1,0.72
1001851,Município 1851,RS,Sul,16634,0.661,30718,0.38,37.0,0.83
1000488,Município 488,MG,Sudeste,7535,0.716,21285,0.49,44.1,0.84
1001689,Município 1689,RS,Sul,12488,0.65,11970,0.48,47.6,0.76
1002231,Município 2231,BA,Nordeste,31499,0.686,8332,0.5,61.3,0.88
1004038,Município 4038,PE,Nordeste,8703,0.636,10177,0.41,59.8,0.85
1002321,Município 2321,BA,Nordeste,35022,0.623,68764,0.47,58.5,0.92
1000783,Município 783,MG,Sudeste,37489,0.757,33644,0.54,40.8,0.81
1000522,Município 522,MG,Sudeste,1000,0.812,26211,0.45,41.5,0.8
1000523,Município 523,MG,Sudeste,1000,0.825,50232,0.39,41.0,0.85
1003504,Município 3504,PB,Nordeste,102777,0.675,25123,0.54,51.1,0.67
1002940,Município 2940,SC,Sul,7447,0.752,16966,0.37,46.8,0.77
1004487,Município 4487,PA,Norte,8345,0.673,42112,0.42,57.2,0.83
1002399,Município 2399,BA,Nordeste,11431,0.556,11951,0.54,51.5,0.89
1002208,Município 2208,BA,Nordeste,1932,0.459,65951,0.55,62.8,0.77
1004806,Município 4806,RN,Nordeste,57006,0.519,10896,0.47,67.3,0.82
1000781,Município 781,MG,Sudeste,7159,0.68,11399,0.53,56.0,0.78
1004357,Município 4357,CE,Nordeste,14900,0.61,8295,0.61,59.4,0.78
1003719,Município 3719,PI,Nordeste,5544,0.537,7991,0.49,68.2,0.85
1001512,Município 1512,RS,Sul,2820,0.77,44235,0.43,53.9,0.86
1001883,Município 1883,RS,Sul,51435,0.858,18718,0.41,25.6,0.75
1000652,Município 652,MG,Sudeste,63297,0.622,8090,0.52,50.4,0.78
1005260,Município 5260,MS,Centro-Oeste,1000,0.707,19228,0.41,49.5,0.87
1003822,Município 3822,MA,Nordeste,28672,0.626,14525,0.51,54.3,0.85
1000370,Município 370,MG,Sudeste,5125,0.739,84231,0.46,39.3,0.82
1005186,Município 5186,SE,Nordeste,5412,0.648,17552,0.5,47.4,0.82
1005127,Município 5127,RJ,Sudeste,3661,0.758,54883,0.47,53.5,0.78
1000119,Município 119,MG,Sudeste,1000,0.839,21047,0.47,42.0,0.81
1000378,Município 378,MG,Sudeste,55831,0.645,6811,0.52,50.6,0.89
1003759,Município 3759,PI,Nordeste,2768,0.628,30697,0.46,56.4,0.78
1002217,Município 2217,BA,Nordeste,21882,0.675,23104,0.5,48.7,0.73
1004241,Município 4241,CE,Nordeste,36272,0.614,25124,0.56,61.0,0.79
1001614,Município 1614,RS,Sul,14727,0.73,42452,0.43,39.8,0.74
1002884,Município 2884,SC,Sul,2070,0.838,25119,0.35,26.0,0.76
1003600,Município 3600,PI,Nordeste,52658,0.7,39899,0.41,54.9,0.83
1000963,Município 963,SP,Sudeste,26281,0.661,26815,0.48,47.2,0.74
1005019,Município 5019,AL,Nordeste,56603,0.538,12813,0.55,53.2,0.85
1002511,Município 2511,PR,Sul,91177,0.733,26749,0.51,47.4,0.79
1005230,Município 5230,SE,Nordeste,4208,0.606,36249,0.51,55.4,0.77
1004246,Município 4246,CE,Nordeste,11170,0.575,11720,0.55,71.7,0.86
1004957,Município 4957,MT,Centro-Oeste,54107,0.79,27695,0.5,42.8,0.84
1000360,Município 360,MG,Sudeste,1695,0.677,45546,0.53,41.3,0.8
1003755,Município 3755,PI,Nordeste,6531,0.764,40663,0.43,58.9,0.79
1002416,Município 2416,PR,Sul,18715,0.722,38217,0.35,37.5,0.86
1005184,Município 5184,SE,Nordeste,5633,0.599,38815,0.42,52.3,0.8
1004711,Município 4711,RN,Nordeste,1347,0.462,8937,0.62,73.3,0.76
1002186,Município 2186,BA,Nordeste,58640,0.623,94586,0.47,65.7,0.81
1003485,Município 3485,PB,Nordeste,18071,0.554,14192,0.56,62.2,0.82
1002568,Município 2568,PR,Sul,1525,0.859,28658,0.44,42.2,0.85
1002038,Município 2038,BA,Nordeste,37066,0.631,8523,0.5,53.6,0.9
1004741,Município 4741,RN,Nordeste,3147,0.52,13439,0.6,54.2,0.79
1000773,Município 773,MG,Sudeste,16999,0.779,35434,0.39,36.3,0.65
1001285,Município 1285,SP,Sudeste,3406,0.699,14263,0.43,56.4,0.82
1005125,Município 5125,RJ,Sudeste,45735,0.742,14721,0.38,43.3,0.62
1005480,Município 5480,RO,Norte,12212,0.669,12174,0.42,47.5,0.83
1002588,Município 2588,PR,Sul,1000,0.652,18875,0.47,41.8,0.89
1005096,Município 5096,RJ,Sudeste,7247,0.752,31826,0.47,38.1,0.74
1001415,Município 1415,SP,Sudeste,159083,0.773,36032,0.42,45.3,0.76
1001235,Município 1235,SP,Sudeste,3357,0.837,9438,0.51,37.3,0.86
1003436,Município 3436,PB,Nordeste,8918,0.624,14491,0.48,54.1,0.79
1000436,Município 436,MG,Sudeste,24640,0.64,28079,0.54,43.6,0.82
1001675,Município 1675,RS,Sul,3103,0.738,31383,0.5,46.4,0.83
1000366,Município 366,MG,Sudeste,1056,0.752,27483,0.43,58.6,0.74
1005198,Município 5198,SE,Nordeste,13939,0.633,16850,0.49,59.3,0.87
1000232,Município 232,MG,Sudeste,61232,0.829,37702,0.41,40.8,0.77
1004747,Município 4747,RN,Nordeste,30148,0.606,14969,0.53,70.5,0.9
1000148,Município 148,MG,Sudeste,4987,0.793,37792,0.44,46.9,0.93
1004901,Município 4901,MT,Centro-Oeste,55701,0.69,14756,0.44,45.8,0.7
1003089,Município 3089,SC,Sul,1000,0.639,42310,0.43,51.3,0.81
1003520,Município 3520,PB,Nordeste,2599,0.47,7588,0.56,67.4,0.97
1000408,Município 408,MG,Sudeste,1621,0.768,30213,0.45,38.0,0.84
1002091,Município 2091,BA,Nordeste,2972,0.549,11059,0.48,57.9,0.8
1000087,Município 87,MG,Sudeste,19955,0.652,7375,0.53,45.7,0.87
1000845,Município 845,MG,Sudeste,28032,0.706,22096,0.5,43.9,0.92
1001032,Município 1032,SP,Sudeste,17739,0.802,51911,0.39,41.0,0.9
1003241,Município 3241,GO,Centro-Oeste,156878,0.689,16380,0.53,55.0,0.87
1003965,Município 3965,MA,Nordeste,3145,0.476,12871,0.56,54.6,0.88
1005210,Município 5210,SE,Nordeste,1808,0.649,18658,0.51,63.6,0.79
1002988,Município 2988,SC,Sul,38974,0.685,20683,0.43,34.3,0.81
1004193,Município 4193,PE,Nordeste,29159,0.589,5534,0.48,52.0,0.82
1002629,Município 2629,PR,Sul,8746,0.716,14090,0.52,33.3,0.81
1005360,Município 5360,ES,Sudeste,1000,0.803,24810,0.45,33.3,0.8
1000856,Município 856,SP,Sudeste,18222,0.779,10018,0.46,44.9,0.85
1004088,Município 4088,PE,Nordeste,14051,0.518,20142,0.54,50.5,0.83
1000079,Município 79,MG,Sudeste,4709,0.68,8556,0.57,42.0,0.68
1002993,Município 2993,SC,Sul,6327,0.766,58301,0.34,39.2,0.84
1002248,Município 2248,BA,Nordeste,74321,0.625,26714,0.51,53.3,0.87
1003540,Município 3540,PB,Nordeste,13983,0.565,33436,0.52,66.4,0.86
1005090,Município 5090,RJ,Sudeste,4995,0.677,33714,0.5,23.6,0.84
1005128,Município 5128,RJ,Sudeste,13774,0.716,35585,0.43,41.8,0.85
1000759,Município 759,MG,Sudeste,17584,0.704,37616,0.43,54.8,0.87
1004122,Município 4122,PE,Nordeste,1962,0.581,12009,0.51,61.7,0.89
1004792,Município 4792,RN,Nordeste,1038,0.596,10902,0.51,75.4,0.83
1002280,Município 2280,BA,Nordeste,7329,0.661,47627,0.5,54.9,0.83
1003801,Município 3801,MA,Nordeste,10000,0.595,67279,0.53,46.4,0.77
1003829,Município 3829,MA,Nordeste,22152,0.635,19766,0.57,60.0,0.88
1004630,Município 4630,TO,Centro-Oeste,12451,0.667,24323,0.52,39.7,0.79
1004440,Município 4440,PA,Norte,19463,0.57,14434,0.53,64.6,0.85
1004174,Município 4174,PE,Nordeste,34312,0.561,24558,0.51,63.4,0.78
1002177,Município 2177,BA,Nordeste,5870,0.524,21291,0.67,59.9,0.85
1000425,Município 425,MG,Sudeste,295789,0.75,45086,0.6,31.5,0.79
1000393,Município 393,MG,Sudeste,25770,0.624,15213,0.52,55.3,0.84
1005265,Município 5265,MS,Centro-Oeste,4693,0.761,58711,0.32,40.7,0.84
1002240,Município 2240,BA,Nordeste,1680,0.682,37349,0.46,34.6,0.87
1000105,Município 105,MG,Sudeste,92084,0.684,22135,0.56,36.2,0.81
1002673,Município 2673,PR,Sul,3861,0.818,37207,0.45,36.3,0.89
1003672,Município 3672,PI,Nordeste,2230,0.733,8378,0.57,45.2,0.81
1003680,Município 3680,PI,Nordeste,19065,0.615,49654,0.49,56.0,0.86
1003880,Município 3880,MA,Nordeste,1645,0.604,49865,0.51,56.1,0.84
1003470,Município 3470,PB,Nordeste,39598,0.607,50959,0.58,70.2,0.87
1001949,Município 1949,RS,Sul,6462,0.821,68584,0.42,36.2,0.93
1001460,Município 1460,SP,Sudeste,3949,0.809,30318,0.54,37.0,0.84
1005412,Município 5412,AM,Norte,2403,0.608,36793,0.49,56.6,0.75
1003464,Município 3464,PB,Nordeste,4340,0.698,16975,0.52,64.7,0.79
1003342,Município 3342,GO,Centro-Oeste,3679,0.643,5692,0.48,56.7,0.72
1005563,Município 5563,RR,Norte,11953,0.629,30274,0.53,44.6,0.73
1001588,Município 1588,RS,Sul,37618,0.882,15586,0.46,31.8,0.77
1004312,Município 4312,CE,Nordeste,13053,0.647,26272,0.43,61.2,0.87
1001732,Município 1732,RS,Sul,1769,0.701,4968,0.56,58.2,0.85
1005308,Município 5308,MS,Centro-Oeste,1000,0.631,33306,0.49,50.7,0.9
1004343,Município 4343,CE,Nordeste,4426,0.542,7058,0.51,72.5,0.83
1000183,Município 183,MG,Sudeste,27410,0.724,24311,0.36,49.0,0.82
1001792,Município 1792,RS,Sul,7673,0.664,25004,0.56,29.5,0.81
1002356,Município 2356,BA,Nordeste,26138,0.651,22067,0.53,68.8,0.76
1001941,Município 1941,RS,Sul,16548,0.728,31743,0.52,55.1,0.64
1000703,Município 703,MG,Sudeste,30241,0.59,54040,0.49,46.9,0.85
1002443,Município 2443,PR,Sul,1000,0.631,21899,0.45,19.5,0.95
1005380,Município 5380,ES,Sudeste,40104,0.826,18156,0.43,41.5,0.77
1000497,Município 497,MG,Sudeste,58057,0.661,23954,0.57,49.1,0.83
1004334,Município 4334,CE,Nordeste,1049,0.579,16150,0.53,58.6,0.75
1000465,Município 465,MG,Sudeste,5003,0.695,16644,0.5,37.7,0.74
1005430,Município 5430,AM,Norte,1000,0.594,31681,0.43,55.5,0.71
1004822,Município 4822,RN,Nordeste,13489,0.547,4985,0.54,63.6,0.86
1000173,Município 173,MG,Sudeste,17307,0.765,12065,0.38,38.3,0.91
1003802,Município 3802,MA,Nordeste,7740,0.727,42276,0.45,52.9,0.81
1005342,Município 5342,ES,Sudeste,43157,0.697,10877,0.5,37.0,0.93
1002541,Município 2541,PR,Sul,17660,0.799,37156,0.39,46.0,0.86
1004036,Município 4036,PE,Nordeste,3065,0.543,15384,0.51,66.3,0.71
1005458,Município 5458,AM,Norte,12770,0.657,51163,0.57,41.9,0.79
1002261,Município 2261,BA,Nordeste,10628,0.612,12316,0.47,43.9,0.8
1003085,Município 3085,SC,Sul,48233,0.633,16401,0.48,46.7,0.81
1002113,Município 2113,BA,Nordeste,6406,0.588,26057,0.55,46.9,0.84
1000901,Município 901,SP,Sudeste,1876,0.692,13050,0.49,48.2,0.83
1001447,Município 1447,SP,Sudeste,13233,0.751,12469,0.48,45.9,0.72
1001912,Município 1912,RS,Sul,6272,0.738,51620,0.47,40.9,0.83
1002698,Município 2698,PR,Sul,38664,0.677,18847,0.5,47.3,0.79
1004293,Município 4293,CE,Nordeste,4185,0.635,6587,0.55,56.7,0.73
1000742,Município 742,MG,Sudeste,2894,0.727,17335,0.45,46.9,0.91
1002294,Município 2294,BA,Nordeste,27056,0.593,14379,0.5,74.6,0.84
1002453,Município 2453,PR,Sul,91618,0.827,25081,0.43,35.6,0.65
1003685,Município 3685,PI,Nordeste,7962,0.488,8268,0.62,65.9,0.73
1004553,Município 4553,TO,Centro-Oeste,22890,0.713,26912,0.39,36.7,0.85
1001207,Município 1207,SP,Sudeste,6905,0.739,36113,0.45,35.3,0.76
1000510,Município 510,MG,Sudeste,112297,0.66,9919,0.47,40.3,0.83
1004625,Município 4625,TO,Centro-Oeste,1109,0.624,13322,0.48,50.1,0.89
1004617,Município 4617,TO,Centro-Oeste,5545,0.656,17852,0.45,44.1,0.82
1004499,Município 4499,PA,Norte,7815,0.557,15956,0.45,56.3,0.78
1005049,Município 5049,AL,Nordeste,6734,0.598,36135,0.5,64.5,0.84
1001550,Município 1550,RS,Sul,152402,0.66,22059,0.43,38.7,0.78
1003030,Município 3030,SC,Sul,6615,0.703,38741,0.57,60.6,0.85
1004042,Município 4042,PE,Nordeste,1318,0.626,13658,0.55,70.2,0.8
1002203,Município 2203,BA,Nordeste,11874,0.495,19146,0.62,57.4,0.85
1002567,Município 2567,PR,Sul,99936,0.722,24923,0.52,35.8,0.78
1005397,Município 5397,ES,Sudeste,7346,0.694,21257,0.36,60.3,0.74
1002045,Município 2045,BA,Nordeste,1200,0.61,10854,0.47,54.2,0.86
1000768,Município 768,MG,Sudeste,97644,0.812,22480,0.48,32.2,0.8
1005426,Município 5426,AM,Norte,4951,0.683,8423,0.45,49.4,0.82
1001509,Município 1509,RS,Sul,7550,0.793,25513,0.44,44.8,0.75
1003135,Município 3135,GO,Centro-Oeste,4950,0.61,20964,0.51,64.0,0.89
1000422,Município 422,MG,Sudeste,17820,0.762,33245,0.41,58.7,0.75
1000124,Município 124,MG,Sudeste,101891,0.791,18226,0.46,26.7,0.74
1004773,Município 4773,RN,Nordeste,77889,0.648,40228,0.48,65.2,0.76
1004021,Município 4021,PE,Nordeste,6745,0.519,34574,0.52,54.1,0.81
1000820,Município 820,MG,Sudeste,1667,0.735,53325,0.55,51.4,0.8
1001404,Município 1404,SP,Sudeste,4582,0.684,14951,0.44,46.4,0.88
1001383,Município 1383,SP,Sudeste,30543,0.873,102123,0.46,46.5,0.88
1002149,Município 2149,BA,Nordeste,11720,0.555,7444,0.48,68.2,0.79
1004693,Município 4693,RN,Nordeste,28990,0.557,29767,0.57,59.4,0.69
1001576,Município 1576,RS,Sul,7762,0.759,39663,0.42,37.3,0.83
1001639,Município 1639,RS,Sul,20568,0.684,16290,0.47,36.0,0.77
1001796,Município 1796,RS,Sul,55963,0.84,96757,0.46,47.3,0.9
1005361,Município 5361,ES,Sudeste,38053,0.72,32987,0.43,42.2,0.88
1004962,Município 4962,MT,Centro-Oeste,63421,0.77,19237,0.52,67.5,0.81
1000400,Município 400,MG,Sudeste,8805,0.619,21287,0.51,38.4,0.76
1003152,Município 3152,GO,Centro-Oeste,1391,0.589,29855,0.38,53.9,0.88
1002311,Município 2311,BA,Nordeste,59426,0.708,33659,0.57,49.7,0.83
1000883,Município 883,SP,Sudeste,1218,0.656,21231,0.54,55.4,0.81
1005538,Município 5538,AC,Norte,26409,0.579,19480,0.41,42.7,0.82
1005362,Município 5362,ES,Sudeste,1986,0.662,21632,0.49,44.3,0.75
1001353,Município 1353,SP,Sudeste,1000,0.631,10478,0.53,38.4,0.81
1003389,Município 3389,PB,Nordeste,73868,0.517,8937,0.61,51.3,0.74
1005070,Município 5070,AL,Nordeste,9581,0.662,16843,0.5,53.0,0.8
1002131,Município 2131,BA,Nordeste,48886,0.505,11995,0.6,64.8,0.78
1000983,Município 983,SP,Sudeste,1395,0.614,7250,0.58,49.5,0.88
1000457,Município 457,MG,Sudeste,6190,0.744,30959,0.5,55.1,0.87
1001487,Município 1487,SP,Sudeste,116794,0.684,58775,0.51,30.4,0.87
1001080,Município 1080,SP,Sudeste,1000,0.763,21657,0.48,50.5,0.77
1001951,Município 1951,RS,Sul,23045,0.774,34879,0.51,28.6,0.91
1005499,Município 5499,RO,Norte,1000,0.42,12766,0.49,62.9,0.84
1000690,Município 690,MG,Sudeste,8474,0.693,37208,0.49,43.5,0.84
1002430,Município 2430,PR,Sul,4997,0.743,36231,0.4,41.0,0.84
1000642,Município 642,MG,Sudeste,45579,0.688,15751,0.52,42.9,0.73
1002393,Município 2393,BA,Nordeste,21577,0.643,20239,0.52,53.3,0.93
1002826,Município 2826,SC,Sul,63744,0.72,38918,0.51,42.5,0.93
1001954,Município 1954,RS,Sul,3026,0.852,24149,0.36,38.2,0.76
1005242,Município 5242,SE,Nordeste,5134,0.575,22416,0.48,64.1,0.8
1003059,Município 3059,SC,Sul,18330,0.672,28640,0.56,42.5,0.8
1003419,Município 3419,PB,Nordeste,6352,0.484,25268,0.57,68.9,0.8
1004896,Município 4896,MT,Centro-Oeste,11438,0.625,30742,0.53,48.3,0.72
1002711,Município 2711,PR,Sul,92664,0.79,37168,0.52,38.7,0.82
1001084,Município 1084,SP,Sudeste,9017,0.695,28471,0.4,53.7,0.75
1004236,Município 4236,CE,Nordeste,54316,0.635,10506,0.6,50.0,0.85
1005310,Município 5310,MS,Centro-Oeste,30583,0.638,32947,0.43,51.5,0.83
1003619,Município 3619,PI,Nordeste,1369,0.551,29892,0.52,79.2,0.84
1001885,Município 1885,RS,Sul,2465,0.692,16204,0.42,42.0,0.75
1004197,Município 4197,PE,Nordeste,14710,0.515,16262,0.58,66.4,0.81
1000390,Município 390,MG,Sudeste,34424,0.76,25027,0.43,46.3,0.82
1002495,Município 2495,PR,Sul,11360,0.716,27514,0.52,43.5,0.97
1003858,Município 3858,MA,Nordeste,1014,0.688,22313,0.55,60.6,0.73
1003037,Município 3037,SC,Sul,2351,0.694,32053,0.54,42.5,0.84
1003576,Município 3576,PI,Nordeste,1625,0.684,21376,0.4,61.4,0.82
1000846,Município 846,MG,Sudeste,1899,0.705,25185,0.49,48.5,0.73
1000543,Município 543,MG,Sudeste,24200,0.794,15722,0.41,44.3,0.83
1000092,Município 92,MG,Sudeste,22201,0.706,23563,0.47,46.6,0.78
1005241,Município 5241,SE,Nordeste,3890,0.639,15535,0.43,55.6,0.9
1003408,Município 3408,PB,Nordeste,24628,0.504,6544,0.42,51.5,0.83
1001980,Município 1980,RS,Sul,6008,0.623,22675,0.47,44.1,0.8
1003245,Município 3245,GO,Centro-Oeste,2894,0.827,58663,0.48,53.0,0.88
1004419,Município 4419,PA,Norte,8095,0.827,19749,0.54,47.3,0.88
1003151,Município 3151,GO,Centro-Oeste,6736,0.726,14703,0.44,52.5,0.78
1005284,Município 5284,MS,Centro-Oeste,11762,0.743,26201,0.46,41.4,0.82
1003589,Município 3589,PI,Nordeste,77412,0.654,23092,0.4,49.5,0.79
1005395,Município 5395,ES,Sudeste,102538,0.743,23288,0.53,38.5,0.72
1002965,Município 2965,SC,Sul,5770,0.742,11887,0.37,45.0,0.84
1002530,Município 2530,PR,Sul,216345,0.774,20150,0.54,42.9,0.85
1003604,Município 3604,PI,Nordeste,19191,0.562,29363,0.51,85.0,0.89
1001677,Município 1677,RS,Sul,7247,0.612,20158,0.53,49.8,0.73
1001049,Município 1049,SP,Sudeste,75233,0.698,29817,0.51,41.9,0.91
1002950,Município 2950,SC,Sul,26634,0.68,14250,0.4,36.5,0.81
1001961,Município 1961,RS,Sul,10888,0.787,25222,0.5,27.7,0.83
1002531,Município 2531,PR,Sul,5658,0.593,15075,0.5,43.3,0.76
1004101,Município 4101,PE,Nordeste,6102,0.642,18566,0.48,62.1,0.88
1003438,Município 3438,PB,Nordeste,1866,0.539,4969,0.48,59.2,0.84
1000238,Município 238,MG,Sudeste,5937,0.661,70208,0.43,36.4,0.7
1003665,Município 3665,PI,Nordeste,140816,0.682,64948,0.54,61.7,0.87
1004715,Município 4715,RN,Nordeste,44436,0.549,9758,0.59,61.9,0.79
1001134,Município 1134,SP,Sudeste,6667,0.806,6669,0.55,33.5,0.77
1002881,Município 2881,SC,Sul,13957,0.769,41603,0.48,46.8,0.74
1001806,Município 1806,RS,Sul,73880,0.75,65559,0.46,38.0,0.8
1005120,Município 5120,RJ,Sudeste,2395,0.685,66397,0.45,35.7,0.72
1000164,Município 164,MG,Sudeste,1077,0.773,14318,0.46,48.2,0.85
1004211,Município 4211,CE,Nordeste,1274,0.684,28528,0.53,70.3,0.7
1005301,Município 5301,MS,Centro-Oeste,7624,0.768,46622,0.34,56.1,0.84
1005247,Município 5247,MS,Centro-Oeste,3264,0.722,47686,0.44,49.8,0.87
1004127,Município 4127,PE,Nordeste,26222,0.625,11454,0.55,50.2,0.76
1004185,Município 4185,PE,Nordeste,1000,0.558,70422,0.56,46.4,0.75
1003962,Município 3962,MA,Nordeste,5353,0.513,13435,0.55,50.8,0.75
1000266,Município 266,MG,Sudeste,2206,0.516,4000,0.48,51.8,0.87
1002002,Município 2002,BA,Nordeste,23262,0.598,12489,0.56,56.4,0.8
1001812,Município 1812,RS,Sul,12692,0.674,45739,0.51,38.7,0.86
1003278,Município 3278,GO,Centro-Oeste,13613,0.649,51351,0.44,58.0,0.81
1002979,Município 2979,SC,Sul,1723,0.744,46186,0.57,37.2,0.84
1003850,Município 3850,MA,Nordeste,1000,0.586,21532,0.49,59.9,0.81
1002907,Município 2907,SC,Sul,755680,0.62,20299,0.44,42.0,0.74
1003896,Município 3896,MA,Nordeste,64214,0.575,20467,0.57,65.2,0.8
1001429,Município 1429,SP,Sudeste,18475,0.599,23103,0.59,40.5,0.84
1000399,Município 399,MG,Sudeste,34416,0.792,10825,0.42,26.7,0.76
1003460,Município 3460,PB,Nordeste,1000,0.64,43959,0.51,56.3,0.81
1000948,Município 948,SP,Sudeste,2417,0.723,49147,0.45,38.7,0.73
1003079,Município 3079,SC,Sul,26576,0.741,7232,0.42,34.7,0.76
1003139,Município 3139,GO,Centro-Oeste,1000,0.72,19796,0.45,41.5,0.77
1004972,Município 4972,MT,Centro-Oeste,27625,0.746,12427,0.47,49.5,0.79
1005179,Município 5179,SE,Nordeste,1000,0.543,43891,0.45,73.0,0.75
1004790,Município 4790,RN,Nordeste,6194,0.568,5350,0.53,47.1,0.84
1003230,Município 3230,GO,Centro-Oeste,104634,0.701,18354,0.65,40.0,0.82
1003484,Município 3484,PB,Nordeste,55225,0.505,26512,0.47,62.2,0.8
1001453,Município 1453,SP,Sudeste,1929,0.697,32340,0.49,52.7,0.85
1000594,Município 594,MG,Sudeste,8447,0.629,5154,0.58,47.4,0.77
1002726,Município 2726,PR,Sul,1000,0.631,14005,0.5,48.8,0.7
1000042,Município 42,MG,Sudeste,5090,0.674,9847,0.55,58.5,0.84
1000561,Município 561,MG,Sudeste,1969,0.602,11874,0.63,31.8,0.74
1005040,Município 5040,AL,Nordeste,10078,0.572,23329,0.58,70.8,0.79
